experiment_name,experiment_date,cluster_name,gpu_type,gpu_memory,collective,operation,algorithm,num_nodes,num_gpus,num_channels,num_chunks,buffer_size,gpus_as_nodes,iteration,message_size,count,dtype,redop,root,oop_time,oop_alg_bw,oop_bus_bw,oop_num_wrong,ip_time,ip_alg_bw,ip_bus_bw,ip_num_wrong
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,ring,32,128,1,1,1,false,0,33554432,8388608,float,sum,-1,6905.1,4.86,9.64,0,6909.4,4.86,9.64,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,ring,32,128,1,1,1,false,0,67108864,16777216,float,sum,-1,13569.0,4.95,9.81,0,13561.0,4.95,9.82,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,ring,32,128,1,1,1,false,0,134217728,33554432,float,sum,-1,26995.0,4.97,9.87,0,26984.0,4.97,9.87,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,ring,32,128,1,1,1,false,0,268435456,67108864,float,sum,-1,54289.0,4.94,9.81,0,54276.0,4.95,9.81,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,binary-tree,8,32,4,16,1,false,0,65536,16384,float,sum,-1,414.1,0.16,0.31,0,415.6,0.16,0.31,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,binary-tree,8,32,4,16,1,false,0,131072,32768,float,sum,-1,420.1,0.31,0.6,0,414.0,0.32,0.61,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,binary-tree,8,32,4,16,1,false,0,262144,65536,float,sum,-1,426.7,0.61,1.19,0,426.0,0.62,1.19,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,binary-tree,8,32,4,16,1,false,0,524288,131072,float,sum,-1,9276.4,0.06,0.11,0,29647.0,0.02,0.03,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,binary-tree,8,32,4,16,1,false,0,1048576,262144,float,sum,-1,10195.0,0.1,0.2,0,513.4,2.04,3.96,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,binary-tree,8,32,4,16,1,false,0,2097152,524288,float,sum,-1,624.7,3.36,6.5,0,619.2,3.39,6.56,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,binary-tree,8,32,4,16,1,false,0,4194304,1048576,float,sum,-1,14266.0,0.29,0.57,0,5157.4,0.81,1.58,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,binary-tree,8,32,4,16,1,false,0,8388608,2097152,float,sum,-1,2087.7,4.02,7.79,0,2087.7,4.02,7.78,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,binary-tree,8,32,4,16,1,false,0,16777216,4194304,float,sum,-1,8469.5,1.98,3.84,0,4188.6,4.01,7.76,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,binary-tree,8,32,4,16,1,false,0,33554432,8388608,float,sum,-1,8849.9,3.79,7.35,0,8921.6,3.76,7.29,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,binary-tree,8,32,4,16,1,false,0,67108864,16777216,float,sum,-1,18508.0,3.63,7.03,0,23026.0,2.91,5.65,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,binary-tree,8,32,4,16,1,false,0,134217728,33554432,float,sum,-1,36106.0,3.72,7.2,0,35823.0,3.75,7.26,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,binary-tree,8,32,4,16,1,false,0,268435456,67108864,float,sum,-1,70409.0,3.81,7.39,0,70776.0,3.79,7.35,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,ring,64,256,2,1,1,false,0,65536,16384,float,sum,-1,747.4,0.09,0.17,0,759.5,0.09,0.17,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,ring,64,256,2,1,1,false,0,131072,32768,float,sum,-1,761.4,0.17,0.34,0,761.3,0.17,0.34,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,ring,64,256,2,1,1,false,0,262144,65536,float,sum,-1,818.7,0.32,0.64,0,806.1,0.33,0.65,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,ring,64,256,2,1,1,false,0,524288,131072,float,sum,-1,838.2,0.63,1.24,0,837.7,0.63,1.24,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,ring,64,256,2,1,1,false,0,1048576,262144,float,sum,-1,891.2,1.18,2.33,0,901.2,1.16,2.31,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,ring,64,256,2,1,1,false,0,2097152,524288,float,sum,-1,996.8,2.1,4.17,0,990.0,2.12,4.2,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,ring,64,256,2,1,1,false,0,4194304,1048576,float,sum,-1,1285.6,3.26,6.47,0,1280.5,3.28,6.5,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,ring,64,256,2,1,1,false,0,8388608,2097152,float,sum,-1,1905.5,4.4,8.74,0,1899.7,4.42,8.76,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,ring,64,256,2,1,1,false,0,16777216,4194304,float,sum,-1,4342.0,3.86,7.67,0,4299.1,3.9,7.74,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,ring,64,256,2,1,1,false,0,33554432,8388608,float,sum,-1,10980.0,3.06,6.06,0,11029.0,3.04,6.04,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,ring,64,256,2,1,1,false,0,67108864,16777216,float,sum,-1,22461.0,2.99,5.93,0,22374.0,3.0,5.95,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,ring,64,256,2,1,1,false,0,134217728,33554432,float,sum,-1,47465.0,2.83,5.61,0,47287.0,2.84,5.63,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,ring,64,256,2,1,1,false,0,268435456,67108864,float,sum,-1,103963.0,2.58,5.12,0,104318.0,2.57,5.11,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,binary-tree,8,32,2,1,2,false,0,65536,16384,float,sum,-1,193.0,0.34,0.66,0,192.4,0.34,0.66,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,binary-tree,8,32,2,1,2,false,0,131072,32768,float,sum,-1,227.1,0.58,1.12,0,228.3,0.57,1.11,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,binary-tree,8,32,2,1,2,false,0,262144,65536,float,sum,-1,269.2,0.97,1.89,0,270.7,0.97,1.88,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,binary-tree,8,32,2,1,2,false,0,524288,131072,float,sum,-1,349.2,1.5,2.91,0,349.9,1.5,2.9,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,binary-tree,8,32,2,1,2,false,0,1048576,262144,float,sum,-1,527.3,1.99,3.85,0,524.4,2.0,3.87,0
Mercury,2024-03-31,polaris,A100,40GB,all-reduce,sum,binary-tree,8,32,2,1,2,false,0,2097152,524288,float,sum,-1,878.7,2.39,4.62,0,876.8,2.39,4.63,0
