experiment_name,experiment_date,cluster_name,gpu_type,gpu_memory,collective,operation,algorithm,num_nodes,num_gpus,num_channels,num_chunks,buffer_size,gpus_as_nodes,iteration,message_size,count,dtype,redop,root,oop_time,oop_alg_bw,oop_bus_bw,oop_num_wrong,ip_time,ip_alg_bw,ip_bus_bw,ip_num_wrong
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,8,32,4,256,2,false,0,262144,65536,float,sum,-1,9087.8,0.03,0.06,0,9098.1,0.03,0.06,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,8,32,4,256,2,false,0,524288,131072,float,sum,-1,9099.0,0.06,0.11,0,9076.9,0.06,0.11,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,8,32,4,256,2,false,0,1048576,262144,float,sum,-1,9071.9,0.12,0.22,0,9084.7,0.12,0.22,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,8,32,4,256,2,false,0,2097152,524288,float,sum,-1,9121.2,0.23,0.45,0,9125.6,0.23,0.45,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,8,32,4,256,2,false,0,4194304,1048576,float,sum,-1,9285.7,0.45,0.88,0,9289.0,0.45,0.87,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,8,32,4,256,2,false,0,8388608,2097152,float,sum,-1,9793.6,0.86,1.66,0,9779.7,0.86,1.66,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,8,32,4,256,2,false,0,16777216,4194304,float,sum,-1,10064.0,1.67,3.23,0,10101.0,1.66,3.22,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,8,32,4,256,2,false,0,33554432,8388608,float,sum,-1,18397.0,1.82,3.53,0,18384.0,1.83,3.54,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,8,32,4,256,2,false,0,67108864,16777216,float,sum,-1,37800.0,1.78,3.44,0,37974.0,1.77,3.42,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,8,32,4,256,2,false,0,134217728,33554432,float,sum,-1,75912.0,1.77,3.43,0,75915.0,1.77,3.43,0
